"","p","n","cor","pval"
"32121",15,200,0,0.607
"32122",15,200,0,0.734
"32123",15,200,0,0.599
"32124",15,200,0,0.179
"32125",15,200,0,0.736
"32126",15,200,0,0.429
"32127",15,200,0,0.942
"32128",15,200,0,0.625
"32129",15,200,0,0.687
"32130",15,200,0,0.726
"32131",15,200,0,0.178
"32132",15,200,0,0.86
"32133",15,200,0,0.938
"32134",15,200,0,0.264
"32135",15,200,0,0.763
"32136",15,200,0,0.788
"32137",15,200,0,0.175
"32138",15,200,0,0.151
"32139",15,200,0,0.229
"32140",15,200,0,0.696
"32141",15,200,0,0.397
"32142",15,200,0,0.465
"32143",15,200,0,0.246
"32144",15,200,0,0.38
"32145",15,200,0,0.301
"32146",15,200,0,0.333
"32147",15,200,0,0.867
"32148",15,200,0,0.879
"32149",15,200,0,0.463
"32150",15,200,0,0.549
"32151",15,200,0,0.687
"32152",15,200,0,0.777
"32153",15,200,0,0.703
"32154",15,200,0,0.603
"32155",15,200,0,0.866
"32156",15,200,0,0.36
"32157",15,200,0,0.319
"32158",15,200,0,0.349
"32159",15,200,0,0.389
"32160",15,200,0,0.611
"32161",15,200,0,0.984
"32162",15,200,0,0.455
"32163",15,200,0,0.955
"32164",15,200,0,0.364
"32165",15,200,0,0.141
"32166",15,200,0,0.53
"32167",15,200,0,0.382
"32168",15,200,0,0.837
"32169",15,200,0,0.441
"32170",15,200,0,0.547
"32171",15,200,0,0.209
"32172",15,200,0,0.189
"32173",15,200,0,0.578
"32174",15,200,0,0.962
"32175",15,200,0,0.042
"32176",15,200,0,0.933
"32177",15,200,0,0.84
"32178",15,200,0,0.847
"32179",15,200,0,0.396
"32180",15,200,0,0.511
"32181",15,200,0,0.949
"32182",15,200,0,0.413
"32183",15,200,0,0.373
"32184",15,200,0,0.797
"32185",15,200,0,0.297
"32186",15,200,0,0.517
"32187",15,200,0,0.281
"32188",15,200,0,0.129
"32189",15,200,0,0.382
"32190",15,200,0,0.096
"32191",15,200,0,0.291
"32192",15,200,0,0.426
"32193",15,200,0,0.569
"32194",15,200,0,0.1
"32195",15,200,0,0.176
"32196",15,200,0,0.252
"32197",15,200,0,0.71
"32198",15,200,0,0.341
"32199",15,200,0,0.887
"32200",15,200,0,0.346
"32201",15,200,0,0.872
"32202",15,200,0,0.082
"32203",15,200,0,0.453
"32204",15,200,0,0.53
"32205",15,200,0,0.257
"32206",15,200,0,0.626
"32207",15,200,0,0.83
"32208",15,200,0,0.862
"32209",15,200,0,0.326
"32210",15,200,0,0.931
"32211",15,200,0,0.15
"32212",15,200,0,0.863
"32213",15,200,0,0.958
"32214",15,200,0,0.467
"32215",15,200,0,0.807
"32216",15,200,0,0.8
"32217",15,200,0,0.95
"32218",15,200,0,0.44
"32219",15,200,0,0.337
"32220",15,200,0,0.754
"32221",15,200,0,0.779
"32222",15,200,0,0.12
"32223",15,200,0,0.369
"32224",15,200,0,0.201
"32225",15,200,0,0.768
"32226",15,200,0,0.071
"32227",15,200,0,0.366
"32228",15,200,0,0.305
"32229",15,200,0,0.892
"32230",15,200,0,0.336
"32231",15,200,0,0.0600000000000001
"32232",15,200,0,0.738
"32233",15,200,0,0.647
"32234",15,200,0,0.029
"32235",15,200,0,0.529
"32236",15,200,0,0.144
"32237",15,200,0,0.994
"32238",15,200,0,0.273
"32239",15,200,0,0.25
"32240",15,200,0,0.715
"32241",15,200,0,0.164
"32242",15,200,0,0.536
"32243",15,200,0,0.614
"32244",15,200,0,0.094
"32245",15,200,0,0.105
"32246",15,200,0,0.118
"32247",15,200,0,0.551
"32248",15,200,0,0.221
"32249",15,200,0,0.947
"32250",15,200,0,0.94
"32251",15,200,0,0.82
"32252",15,200,0,0.59
"32253",15,200,0,0.694
"32254",15,200,0,0.266
"32255",15,200,0,0.343
"32256",15,200,0,0.596
"32257",15,200,0,0.373
"32258",15,200,0,0.841
"32259",15,200,0,0.0590000000000001
"32260",15,200,0,0.715
"32261",15,200,0,0.363
"32262",15,200,0,0.298
"32263",15,200,0,0.49
"32264",15,200,0,0.183
"32265",15,200,0,0.365
"32266",15,200,0,0.788
"32267",15,200,0,0.163
"32268",15,200,0,0.677
"32269",15,200,0,0.542
"32270",15,200,0,0.38
"32271",15,200,0,0.081
"32272",15,200,0,0.076
"32273",15,200,0,0.977
"32274",15,200,0,0.701
"32275",15,200,0,0.317
"32276",15,200,0,0.05
"32277",15,200,0,0.855
"32278",15,200,0,0.113
"32279",15,200,0,0.028
"32280",15,200,0,0.268
"32281",15,200,0,0.309
"32282",15,200,0,0.147
"32283",15,200,0,0.127
"32284",15,200,0,0.367
"32285",15,200,0,0.932
"32286",15,200,0,0.529
"32287",15,200,0,0.837
"32288",15,200,0,0.648
"32289",15,200,0,0.815
"32290",15,200,0,0.709
"32291",15,200,0,0.168
"32292",15,200,0,0.852
"32293",15,200,0,0.695
"32294",15,200,0,0.981
"32295",15,200,0,0.827
"32296",15,200,0,0.971
"32297",15,200,0,0.473
"32298",15,200,0,0.779
"32299",15,200,0,0.588
"32300",15,200,0,0.478
"32301",15,200,0,0.873
"32302",15,200,0,0.223
"32303",15,200,0,0.628
"32304",15,200,0,0.192
"32305",15,200,0,0.856
"32306",15,200,0,0.432
"32307",15,200,0,0.375
"32308",15,200,0,0.951
"32309",15,200,0,0.969
"32310",15,200,0,0.081
"32311",15,200,0,0.308
"32312",15,200,0,0.73
"32313",15,200,0,0.169
"32314",15,200,0,0.748
"32315",15,200,0,0.023
"32316",15,200,0,0.795
"32317",15,200,0,0.918
"32318",15,200,0,0.076
"32319",15,200,0,0.885
"32320",15,200,0,0.821
"32321",15,200,0,0.561
"32322",15,200,0,0.598
"32323",15,200,0,0.821
"32324",15,200,0,0.245
"32325",15,200,0,0.456
"32326",15,200,0,0.21
"32327",15,200,0,0.683
"32328",15,200,0,0.084
"32329",15,200,0,0.788
"32330",15,200,0,0.89
"32331",15,200,0,0.633
"32332",15,200,0,0.342
"32333",15,200,0,0.202
"32334",15,200,0,0.636
"32335",15,200,0,0.588
"32336",15,200,0,0.63
"32337",15,200,0,0.745
"32338",15,200,0,0.053
"32339",15,200,0,0.72
"32340",15,200,0,0.972
"32341",15,200,0,0.415
"32342",15,200,0,0.207
"32343",15,200,0,0.805
"32344",15,200,0,0.944
"32345",15,200,0,0.766
"32346",15,200,0,0.441
"32347",15,200,0,0.909
"32348",15,200,0,0.079
"32349",15,200,0,0.285
"32350",15,200,0,0.05
"32351",15,200,0,0.261
"32352",15,200,0,0.441
"32353",15,200,0,0.287
"32354",15,200,0,0.685
"32355",15,200,0,0.172
"32356",15,200,0,0.974
"32357",15,200,0,0.095
"32358",15,200,0,0.0629999999999999
"32359",15,200,0,0.277
"32360",15,200,0,0.085
"32361",15,200,0,0.175
"32362",15,200,0,0.254
"32363",15,200,0,0.074
"32364",15,200,0,0.302
"32365",15,200,0,0.377
"32366",15,200,0,0.268
"32367",15,200,0,0.476
"32368",15,200,0,0.761
"32369",15,200,0,0.578
"32370",15,200,0,0.907
"32371",15,200,0,0.827
"32372",15,200,0,0.818
"32373",15,200,0,0.168
"32374",15,200,0,0.472
"32375",15,200,0,0.939
"32376",15,200,0,0.413
"32377",15,200,0,0.773
"32378",15,200,0,0.122
"32379",15,200,0,0.112
"32380",15,200,0,0.974
"32381",15,200,0,0.769
"32382",15,200,0,0.0580000000000001
"32383",15,200,0,0.603
"32384",15,200,0,0.177
"32385",15,200,0,0.511
"32386",15,200,0,0.206
"32387",15,200,0,0.295
"32388",15,200,0,0.931
"32389",15,200,0,0.945
"32390",15,200,0,0.01
"32391",15,200,0,0.535
"32392",15,200,0,0.728
"32393",15,200,0,0.953
"32394",15,200,0,0.471
"32395",15,200,0,0.089
"32396",15,200,0,0.295
"32397",15,200,0,0.723
"32398",15,200,0,0.532
"32399",15,200,0,0.992
"32400",15,200,0,0.994
"32401",15,200,0,0.504
"32402",15,200,0,0.652
"32403",15,200,0,0.51
"32404",15,200,0,0.495
"32405",15,200,0,0.645
"32406",15,200,0,0.083
"32407",15,200,0,0.89
"32408",15,200,0,0.401
"32409",15,200,0,0.595
"32410",15,200,0,0.236
"32411",15,200,0,0.504
"32412",15,200,0,0.607
"32413",15,200,0,0.225
"32414",15,200,0,0.598
"32415",15,200,0,0.335
"32416",15,200,0,0.472
"32417",15,200,0,0.409
"32418",15,200,0,0.283
"32419",15,200,0,0.097
"32420",15,200,0,0.941
"32421",15,200,0,0.503
"32422",15,200,0,0.361
"32423",15,200,0,0.232
"32424",15,200,0,0.148
"32425",15,200,0,0.715
"32426",15,200,0,0.056
"32427",15,200,0,0.232
"32428",15,200,0,0.219
"32429",15,200,0,0.951
"32430",15,200,0,0.889
"32431",15,200,0,0.441
"32432",15,200,0,0.183
"32433",15,200,0,0.444
"32434",15,200,0,0.196
"32435",15,200,0,0.756
"32436",15,200,0,0.159
"32437",15,200,0,0.29
"32438",15,200,0,0.492
"32439",15,200,0,0.367
"32440",15,200,0,0.035
"32441",15,200,0,0.052
"32442",15,200,0,0.653
"32443",15,200,0,0.693
"32444",15,200,0,0.365
"32445",15,200,0,0.851
"32446",15,200,0,0.65
"32447",15,200,0,0.675
"32448",15,200,0,0.476
"32449",15,200,0,0.801
"32450",15,200,0,0.752
"32451",15,200,0,0.45
"32452",15,200,0,0.34
"32453",15,200,0,0.859
"32454",15,200,0,0.822
"32455",15,200,0,0.234
"32456",15,200,0,0.299
"32457",15,200,0,0.486
"32458",15,200,0,0.891
"32459",15,200,0,0.237
"32460",15,200,0,0.042
"32461",15,200,0,0.702
"32462",15,200,0,0.804
"32463",15,200,0,0.42
"32464",15,200,0,0.21
"32465",15,200,0,0.804
"32466",15,200,0,0.473
"32467",15,200,0,0.549
"32468",15,200,0,0.663
"32469",15,200,0,0.616
"32470",15,200,0,0.571
"32471",15,200,0,0.413
"32472",15,200,0,0.213
"32473",15,200,0,0.298
"32474",15,200,0,0.995
"32475",15,200,0,0.132
"32476",15,200,0,0.295
"32477",15,200,0,0.388
"32478",15,200,0,0.219
"32479",15,200,0,0.761
"32480",15,200,0,0.923
"32481",15,200,0,0.876
"32482",15,200,0,0.805
"32483",15,200,0,0.0600000000000001
"32484",15,200,0,0.08
"32485",15,200,0,0.422
"32486",15,200,0,0.759
"32487",15,200,0,0.617
"32488",15,200,0,0.516
"32489",15,200,0,0.319
"32490",15,200,0,0.225
"32491",15,200,0,0.128
"32492",15,200,0,0.849
"32493",15,200,0,0.025
"32494",15,200,0,0.581
"32495",15,200,0,0.395
"32496",15,200,0,0.876
"32497",15,200,0,0.295
"32498",15,200,0,0.217
"32499",15,200,0,0.626
"32500",15,200,0,0.075
"32501",15,200,0,0.939
"32502",15,200,0,0.91
"32503",15,200,0,0.439
"32504",15,200,0,0.724
"32505",15,200,0,0.292
"32506",15,200,0,0.271
"32507",15,200,0,0.243
"32508",15,200,0,0.798
"32509",15,200,0,0.598
"32510",15,200,0,0.796
"32511",15,200,0,0.688
"32512",15,200,0,0.069
"32513",15,200,0,0.079
"32514",15,200,0,0.837
"32515",15,200,0,0.8
"32516",15,200,0,0.524
"32517",15,200,0,0.55
"32518",15,200,0,0.917
"32519",15,200,0,0.338
"32520",15,200,0,0.228
"32521",15,200,0,0.041
"32522",15,200,0,0.561
"32523",15,200,0,0.227
"32524",15,200,0,0.284
"32525",15,200,0,0.078
"32526",15,200,0,0.314
"32527",15,200,0,0.215
"32528",15,200,0,0.988
"32529",15,200,0,0.507
"32530",15,200,0,0.099
"32531",15,200,0,0.038
"32532",15,200,0,0.68
"32533",15,200,0,0.716
"32534",15,200,0,0.317
"32535",15,200,0,0.3
"32536",15,200,0,0.102
"32537",15,200,0,0.127
"32538",15,200,0,0.0669999999999999
"32539",15,200,0,0.226
"32540",15,200,0,0.211
"32541",15,200,0,0.208
"32542",15,200,0,0.18
"32543",15,200,0,0.592
"32544",15,200,0,0.323
"32545",15,200,0,0.347
"32546",15,200,0,0.677
"32547",15,200,0,0.047
"32548",15,200,0,0.228
"32549",15,200,0,0.344
"32550",15,200,0,0.466
"32551",15,200,0,0.372
"32552",15,200,0,0.172
"32553",15,200,0,0.451
"32554",15,200,0,0.159
"32555",15,200,0,0.671
"32556",15,200,0,0.342
"32557",15,200,0,0.0610000000000001
"32558",15,200,0,0.499
"32559",15,200,0,0.023
"32560",15,200,0,0.911
"32561",15,200,0,0.489
"32562",15,200,0,0.676
"32563",15,200,0,0.538
"32564",15,200,0,0.655
"32565",15,200,0,0.655
"32566",15,200,0,0.176
"32567",15,200,0,0.582
"32568",15,200,0,0.43
"32569",15,200,0,0.764
"32570",15,200,0,0.579
"32571",15,200,0,0.495
"32572",15,200,0,0.072
"32573",15,200,0,0.599
"32574",15,200,0,0.328
"32575",15,200,0,0.774
"32576",15,200,0,0.116
"32577",15,200,0,0.223
"32578",15,200,0,0.783
"32579",15,200,0,0.422
"32580",15,200,0,0.184
"32581",15,200,0,0.989
"32582",15,200,0,0.711
"32583",15,200,0,0.718
"32584",15,200,0,0.678
"32585",15,200,0,0.505
"32586",15,200,0,0.391
"32587",15,200,0,0.159
"32588",15,200,0,0.182
"32589",15,200,0,0.617
"32590",15,200,0,0.628
"32591",15,200,0,0.912
"32592",15,200,0,0.506
"32593",15,200,0,0.114
"32594",15,200,0,0.041
"32595",15,200,0,0.684
"32596",15,200,0,0.822
"32597",15,200,0,0.645
"32598",15,200,0,0.0669999999999999
"32599",15,200,0,0.622
"32600",15,200,0,0.074
"32601",15,200,0,0.638
"32602",15,200,0,0.843
"32603",15,200,0,0.428
"32604",15,200,0,0.27
"32605",15,200,0,0.118
"32606",15,200,0,0.362
"32607",15,200,0,0.443
"32608",15,200,0,0.632
"32609",15,200,0,0.069
"32610",15,200,0,0.562
"32611",15,200,0,0.902
"32612",15,200,0,0.873
"32613",15,200,0,0.674
"32614",15,200,0,0.444
"32615",15,200,0,0.453
"32616",15,200,0,0.639
"32617",15,200,0,0.494
"32618",15,200,0,0.392
"32619",15,200,0,0.579
"32620",15,200,0,0.978
"32621",15,200,0,0.823
"32622",15,200,0,0.556
"32623",15,200,0,0.737
"32624",15,200,0,0.431
"32625",15,200,0,0.561
"32626",15,200,0,0.13
"32627",15,200,0,0.00600000000000001
"32628",15,200,0,0.773
"32629",15,200,0,0.341
"32630",15,200,0,0.762
"32631",15,200,0,0.767
"32632",15,200,0,0.86
"32633",15,200,0,0.194
"32634",15,200,0,0.306
"32635",15,200,0,0.577
"32636",15,200,0,0.44
"32637",15,200,0,0.651
"32638",15,200,0,0.742
"32639",15,200,0,0.586
"32640",15,200,0,0.87
"32641",15,200,0,0.967
"32642",15,200,0,0.777
"32643",15,200,0,0.543
"32644",15,200,0,0.796
"32645",15,200,0,0.347
"32646",15,200,0,0.936
"32647",15,200,0,0.667
"32648",15,200,0,0.729
"32649",15,200,0,0.624
"32650",15,200,0,0.924
"32651",15,200,0,0.645
"32652",15,200,0,0.076
"32653",15,200,0,0.266
"32654",15,200,0,0.968
"32655",15,200,0,0.366
"32656",15,200,0,0.719
"32657",15,200,0,0.992
"32658",15,200,0,0.889
"32659",15,200,0,0.438
"32660",15,200,0,0.83
"32661",15,200,0,0.351
"32662",15,200,0,0.307
"32663",15,200,0,0.38
"32664",15,200,0,0.562
"32665",15,200,0,0.264
"32666",15,200,0,0.078
"32667",15,200,0,0.467
"32668",15,200,0,0.368
"32669",15,200,0,0.577
"32670",15,200,0,0.313
"32671",15,200,0,0.097
"32672",15,200,0,0.241
"32673",15,200,0,0.822
"32674",15,200,0,0.506
"32675",15,200,0,0.17
"32676",15,200,0,0.382
"32677",15,200,0,0.519
"32678",15,200,0,0.688
"32679",15,200,0,0.135
"32680",15,200,0,0.394
"32681",15,200,0,0.259
"32682",15,200,0,0.637
"32683",15,200,0,0.587
"32684",15,200,0,0.55
"32685",15,200,0,0.461
"32686",15,200,0,0.879
"32687",15,200,0,0.993
"32688",15,200,0,0.552
"32689",15,200,0,0.965
"32690",15,200,0,0.592
"32691",15,200,0,0.844
"32692",15,200,0,0.559
"32693",15,200,0,0.944
"32694",15,200,0,0.83
"32695",15,200,0,0.579
"32696",15,200,0,0.783
"32697",15,200,0,0.851
"32698",15,200,0,0.541
"32699",15,200,0,0.097
"32700",15,200,0,0.24
"32701",15,200,0,0.69
"32702",15,200,0,0.874
"32703",15,200,0,0.112
"32704",15,200,0,0.7
"32705",15,200,0,0.369
"32706",15,200,0,0.771
"32707",15,200,0,0.708
"32708",15,200,0,0.379
"32709",15,200,0,0.417
"32710",15,200,0,0.425
"32711",15,200,0,0.752
"32712",15,200,0,0.742
"32713",15,200,0,0.776
"32714",15,200,0,0.873
"32715",15,200,0,0.375
"32716",15,200,0,0.641
"32717",15,200,0,0.6
"32718",15,200,0,0.05
"32719",15,200,0,0.248
"32720",15,200,0,0.639
"32721",15,200,0,0.901
"32722",15,200,0,0.573
"32723",15,200,0,0.304
"32724",15,200,0,0.964
"32725",15,200,0,0.179
"32726",15,200,0,0.319
"32727",15,200,0,0.315
"32728",15,200,0,0.71
"32729",15,200,0,0.175
"32730",15,200,0,0.595
"32731",15,200,0,0.645
"32732",15,200,0,0.366
"32733",15,200,0,0.662
"32734",15,200,0,0.201
"32735",15,200,0,0.883
"32736",15,200,0,0.709
"32737",15,200,0,0.988
"32738",15,200,0,0.521
"32739",15,200,0,0.019
"32740",15,200,0,0.318
"32741",15,200,0,0.975
"32742",15,200,0,0.291
"32743",15,200,0,0.042
"32744",15,200,0,0.875
"32745",15,200,0,0.429
"32746",15,200,0,0.497
"32747",15,200,0,0.023
"32748",15,200,0,0.629
"32749",15,200,0,0.809
"32750",15,200,0,0.152
"32751",15,200,0,0.078
"32752",15,200,0,0.259
"32753",15,200,0,0.282
"32754",15,200,0,0.501
"32755",15,200,0,0.69
"32756",15,200,0,0.162
"32757",15,200,0,0.72
"32758",15,200,0,0.357
"32759",15,200,0,0.151
"32760",15,200,0,0.806
"32761",15,200,0,0.958
"32762",15,200,0,0.316
"32763",15,200,0,0.694
"32764",15,200,0,0.522
"32765",15,200,0,0.175
"32766",15,200,0,0.629
"32767",15,200,0,0.469
"32768",15,200,0,0.993
"32769",15,200,0,0.132
"32770",15,200,0,0.593
"32771",15,200,0,0.606
"32772",15,200,0,0.331
"32773",15,200,0,0.179
"32774",15,200,0,0.919
"32775",15,200,0,0.039
"32776",15,200,0,0.348
"32777",15,200,0,0.703
"32778",15,200,0,0.365
"32779",15,200,0,0.149
"32780",15,200,0,0.033
"32781",15,200,0,0.645
"32782",15,200,0,0.608
"32783",15,200,0,0.953
"32784",15,200,0,0.327
"32785",15,200,0,0.083
"32786",15,200,0,0.967
"32787",15,200,0,0.344
"32788",15,200,0,0.535
"32789",15,200,0,0.837
"32790",15,200,0,0.51
"32791",15,200,0,0.767
"32792",15,200,0,0.338
"32793",15,200,0,0.678
"32794",15,200,0,0.943
"32795",15,200,0,0.2
"32796",15,200,0,0.397
"32797",15,200,0,0.601
"32798",15,200,0,0.378
"32799",15,200,0,0.954
"32800",15,200,0,0.838
"32801",15,200,0,0.204
"32802",15,200,0,0.615
"32803",15,200,0,0.894
"32804",15,200,0,0.163
"32805",15,200,0,0.179
"32806",15,200,0,0.759
"32807",15,200,0,0.424
"32808",15,200,0,0.325
"32809",15,200,0,0.393
"32810",15,200,0,0.338
"32811",15,200,0,0.621
"32812",15,200,0,0.289
"32813",15,200,0,0.84
"32814",15,200,0,0.667
"32815",15,200,0,0.393
"32816",15,200,0,0.535
"32817",15,200,0,0.321
"32818",15,200,0,0.169
"32819",15,200,0,0.39
"32820",15,200,0,0.865
"32821",15,200,0,0.556
"32822",15,200,0,0.909
"32823",15,200,0,0.155
"32824",15,200,0,0.749
"32825",15,200,0,0.715
"32826",15,200,0,0.271
"32827",15,200,0,0.972
"32828",15,200,0,0.791
"32829",15,200,0,0.517
"32830",15,200,0,0.268
"32831",15,200,0,0.615
"32832",15,200,0,0.255
"32833",15,200,0,0.154
"32834",15,200,0,0.688
"32835",15,200,0,0.353
"32836",15,200,0,0.146
"32837",15,200,0,0.196
"32838",15,200,0,0.671
"32839",15,200,0,0.973
"32840",15,200,0,0.434
"32841",15,200,0,0.231
"32842",15,200,0,0.709
"32843",15,200,0,0.426
"32844",15,200,0,0.353
"32845",15,200,0,0.888
"32846",15,200,0,0.048
"32847",15,200,0,0.624
"32848",15,200,0,0.125
"32849",15,200,0,0.126
"32850",15,200,0,0.351
"32851",15,200,0,0.914
"32852",15,200,0,0.251
"32853",15,200,0,0.718
"32854",15,200,0,0.098
"32855",15,200,0,0.029
"32856",15,200,0,0.79
"32857",15,200,0,0.206
"32858",15,200,0,0.659
"32859",15,200,0,0.255
"32860",15,200,0,0.408
"32861",15,200,0,0.949
"32862",15,200,0,0.722
"32863",15,200,0,0.28
"32864",15,200,0,0.527
"32865",15,200,0,0.412
"32866",15,200,0,0.501
"32867",15,200,0,0.83
"32868",15,200,0,0.444
"32869",15,200,0,0.203
"32870",15,200,0,0.095
"32871",15,200,0,0.289
"32872",15,200,0,0.82
"32873",15,200,0,0.261
"32874",15,200,0,0.229
"32875",15,200,0,0.612
"32876",15,200,0,0.906
"32877",15,200,0,0.241
"32878",15,200,0,0.141
"32879",15,200,0,0.918
"32880",15,200,0,0.377
"32881",15,200,0,0.447
"32882",15,200,0,0.653
"32883",15,200,0,0.543
"32884",15,200,0,0.366
"32885",15,200,0,0.639
"32886",15,200,0,0.194
"32887",15,200,0,0.533
"32888",15,200,0,0.499
"32889",15,200,0,0.319
"32890",15,200,0,0.114
"32891",15,200,0,0.775
"32892",15,200,0,0.578
"32893",15,200,0,0.076
"32894",15,200,0,0.686
"32895",15,200,0,0.172
"32896",15,200,0,0.208
"32897",15,200,0,0.904
"32898",15,200,0,0.0610000000000001
"32899",15,200,0,0.85
"32900",15,200,0,0.962
"32901",15,200,0,0.24
"32902",15,200,0,0.835
"32903",15,200,0,0.502
"32904",15,200,0,0.222
"32905",15,200,0,0.318
"32906",15,200,0,0.245
"32907",15,200,0,0.479
"32908",15,200,0,0.29
"32909",15,200,0,0.761
"32910",15,200,0,0.101
"32911",15,200,0,0.418
"32912",15,200,0,0.451
"32913",15,200,0,0.737
"32914",15,200,0,0.111
"32915",15,200,0,0.818
"32916",15,200,0,0.558
"32917",15,200,0,0.0570000000000001
"32918",15,200,0,0.458
"32919",15,200,0,0.819
"32920",15,200,0,0.573
"32921",15,200,0,0.022
"32922",15,200,0,0.363
"32923",15,200,0,0.214
"32924",15,200,0,0.706
"32925",15,200,0,0.813
"32926",15,200,0,0.526
"32927",15,200,0,0.746
"32928",15,200,0,0.884
"32929",15,200,0,0.982
"32930",15,200,0,0.449
"32931",15,200,0,0.885
"32932",15,200,0,0.09
"32933",15,200,0,0.782
"32934",15,200,0,0.599
"32935",15,200,0,0.996
"32936",15,200,0,0.821
"32937",15,200,0,0.249
"32938",15,200,0,0.034
"32939",15,200,0,0.377
"32940",15,200,0,0.805
"32941",15,200,0,0.209
"32942",15,200,0,0.796
"32943",15,200,0,0.261
"32944",15,200,0,0.973
"32945",15,200,0,0.747
"32946",15,200,0,0.0659999999999999
"32947",15,200,0,0.451
"32948",15,200,0,0.853
"32949",15,200,0,0.433
"32950",15,200,0,0.689
"32951",15,200,0,0.493
"32952",15,200,0,0.38
"32953",15,200,0,0.398
"32954",15,200,0,0.116
"32955",15,200,0,0.504
"32956",15,200,0,0.208
"32957",15,200,0,0.52
"32958",15,200,0,0.685
"32959",15,200,0,0.823
"32960",15,200,0,0.844
"32961",15,200,0,0.556
"32962",15,200,0,0.375
"32963",15,200,0,0.397
"32964",15,200,0,0.426
"32965",15,200,0,0.331
"32966",15,200,0,0.141
"32967",15,200,0,0.461
"32968",15,200,0,0.19
"32969",15,200,0,0.816
"32970",15,200,0,0.069
"32971",15,200,0,0.277
"32972",15,200,0,0.88
"32973",15,200,0,0.252
"32974",15,200,0,0.134
"32975",15,200,0,0.563
"32976",15,200,0,0.649
"32977",15,200,0,0.32
"32978",15,200,0,0.584
"32979",15,200,0,0.894
"32980",15,200,0,0.565
"32981",15,200,0,0.844
"32982",15,200,0,0.549
"32983",15,200,0,0.296
"32984",15,200,0,0.412
"32985",15,200,0,0.094
"32986",15,200,0,0.148
"32987",15,200,0,0.948
"32988",15,200,0,0.927
"32989",15,200,0,0.977
"32990",15,200,0,0.001
"32991",15,200,0,0.389
"32992",15,200,0,0.679
"32993",15,200,0,0.239
"32994",15,200,0,0.262
"32995",15,200,0,0.0590000000000001
"32996",15,200,0,0.15
"32997",15,200,0,0.08
"32998",15,200,0,0.923
"32999",15,200,0,0.241
"33000",15,200,0,0.58
"33001",15,200,0,0.093
"33002",15,200,0,0.171
"33003",15,200,0,0.135
"33004",15,200,0,0.633
"33005",15,200,0,0.883
"33006",15,200,0,0.499
"33007",15,200,0,0.722
"33008",15,200,0,0.742
"33009",15,200,0,0.887
"33010",15,200,0,0.9
"33011",15,200,0,0.072
"33012",15,200,0,0.304
"33013",15,200,0,0.0679999999999999
"33014",15,200,0,0.087
"33015",15,200,0,0.192
"33016",15,200,0,0.686
"33017",15,200,0,0.308
"33018",15,200,0,0.429
"33019",15,200,0,0.594
"33020",15,200,0,0.521
"33021",15,200,0,0.139
"33022",15,200,0,0.105
"33023",15,200,0,0.915
"33024",15,200,0,0.349
"33025",15,200,0,0.346
"33026",15,200,0,0.4
"33027",15,200,0,0.265
"33028",15,200,0,0.222
"33029",15,200,0,0.011
"33030",15,200,0,0.00800000000000001
"33031",15,200,0,0.921
"33032",15,200,0,0.305
"33033",15,200,0,0.71
"33034",15,200,0,0.076
"33035",15,200,0,0.157
"33036",15,200,0,0.166
"33037",15,200,0,0.139
"33038",15,200,0,0.895
"33039",15,200,0,0.267
"33040",15,200,0,0.592
"33041",15,200,0,0.205
"33042",15,200,0,0.957
"33043",15,200,0,0.982
"33044",15,200,0,0.201
"33045",15,200,0,0.876
"33046",15,200,0,0.168
"33047",15,200,0,0.243
"33048",15,200,0,0.438
"33049",15,200,0,0.604
"33050",15,200,0,0.633
"33051",15,200,0,0.082
"33052",15,200,0,0.103
"33053",15,200,0,0.189
"33054",15,200,0,0.689
"33055",15,200,0,0.604
"33056",15,200,0,0.608
"33057",15,200,0,0.989
"33058",15,200,0,0.318
"33059",15,200,0,0.414
"33060",15,200,0,0.031
"33061",15,200,0,0.424
"33062",15,200,0,0.775
"33063",15,200,0,0.85
"33064",15,200,0,0.522
"33065",15,200,0,0.513
"33066",15,200,0,0.294
"33067",15,200,0,0.857
"33068",15,200,0,0.047
"33069",15,200,0,0.786
"33070",15,200,0,0.655
"33071",15,200,0,0.66
"33072",15,200,0,0.162
"33073",15,200,0,0.59
"33074",15,200,0,0.272
"33075",15,200,0,0.184
"33076",15,200,0,0.222
"33077",15,200,0,0.0639999999999999
"33078",15,200,0,0.992
"33079",15,200,0,0.358
"33080",15,200,0,0.113
"33081",15,200,0,0.75
"33082",15,200,0,0.333
"33083",15,200,0,0.13
"33084",15,200,0,0.328
"33085",15,200,0,0.196
"33086",15,200,0,0.875
"33087",15,200,0,0.011
"33088",15,200,0,0.362
"33089",15,200,0,0.106
"33090",15,200,0,0.495
"33091",15,200,0,0.697
"33092",15,200,0,0.153
"33093",15,200,0,0.11
"33094",15,200,0,0.749
"33095",15,200,0,0.205
"33096",15,200,0,0.038
"33097",15,200,0,0.0629999999999999
"33098",15,200,0,0.581
"33099",15,200,0,0.662
"33100",15,200,0,0.238
"33101",15,200,0,0.57
"33102",15,200,0,0.723
"33103",15,200,0,0.345
"33104",15,200,0,0.363
"33105",15,200,0,0.137
"33106",15,200,0,0.343
"33107",15,200,0,0.634
"33108",15,200,0,0.587
"33109",15,200,0,0.785
"33110",15,200,0,0.863
"33111",15,200,0,0.331
"33112",15,200,0,0.553
"33113",15,200,0,0.788
