X1,p,n,cor,pval,testStat
7930,5,2000,0.3,2e-4,787.020619687009
7931,5,2000,0.3,2e-4,611.758508619696
7932,5,2000,0.3,2e-4,802.106390449599
7933,5,2000,0.3,2e-4,812.012289674978
7934,5,2000,0.3,2e-4,129.144705391526
7935,5,2000,0.3,2e-4,84.466461304417
7936,5,2000,0.3,2e-4,101.230473149577
7937,5,2000,0.3,2e-4,865.433090130704
7938,5,2000,0.3,2e-4,242.986841030528
7939,5,2000,0.3,2e-4,814.852047862503
7940,5,2000,0.3,2e-4,145.571623827931
7941,5,2000,0.3,2e-4,286.451677324937
7942,5,2000,0.3,2e-4,654.521384902369
7943,5,2000,0.3,2e-4,850.692130010782
7944,5,2000,0.3,2e-4,842.834953726155
7945,5,2000,0.3,2e-4,138.248743596581
7946,5,2000,0.3,2e-4,799.751666454016
7947,5,2000,0.3,2e-4,570.091945142533
7948,5,2000,0.3,2e-4,321.715023855895
7949,5,2000,0.3,2e-4,513.431731843991
7950,5,2000,0.3,2e-4,131.219244892597
7951,5,2000,0.3,2e-4,850.164043884049
7952,5,2000,0.3,2e-4,201.547686118087
7953,5,2000,0.3,2e-4,93.3510332401089
7954,5,2000,0.3,2e-4,169.334706560298
7955,5,2000,0.3,2e-4,164.916407740192
7956,5,2000,0.3,2e-4,186.992879492511
7957,5,2000,0.3,2e-4,100.573151333694
7958,5,2000,0.3,2e-4,177.904891007318
7959,5,2000,0.3,2e-4,328.024894210894
7960,5,2000,0.3,2e-4,129.785692167962
7961,5,2000,0.3,2e-4,744.476625743484
7962,5,2000,0.3,2e-4,871.925835004725
7963,5,2000,0.3,2e-4,494.509766378978
7964,5,2000,0.3,2e-4,514.916430192459
7965,5,2000,0.3,2e-4,342.227887227176
7966,5,2000,0.3,2e-4,530.606078435269
7967,5,2000,0.3,2e-4,144.642151917497
7968,5,2000,0.3,2e-4,833.229206620662
7969,5,2000,0.3,2e-4,473.943810795393
7970,5,2000,0.3,2e-4,581.613693802581
7971,5,2000,0.3,2e-4,290.676529298986
7972,5,2000,0.3,2e-4,869.75663752454
7973,5,2000,0.3,2e-4,324.104553891283
7974,5,2000,0.3,2e-4,511.15878525168
7975,5,2000,0.3,2e-4,516.438030481106
7976,5,2000,0.3,2e-4,856.796876403635
7977,5,2000,0.3,2e-4,482.574290536509
7978,5,2000,0.3,2e-4,840.454932728139
7979,5,2000,0.3,2e-4,835.008401318126
7980,5,2000,0.3,2e-4,886.981133202978
7981,5,2000,0.3,2e-4,825.228513332682
7982,5,2000,0.3,2e-4,566.650918518611
7983,5,2000,0.3,2e-4,114.901151880637
7984,5,2000,0.3,2e-4,152.924579154126
7985,5,2000,0.3,2e-4,111.240602940527
7986,5,2000,0.3,2e-4,196.800048385351
7987,5,2000,0.3,2e-4,839.30239195565
7988,5,2000,0.3,2e-4,196.79957327919
7989,5,2000,0.3,2e-4,149.781445805298
7990,5,2000,0.3,2e-4,806.260319773983
7991,5,2000,0.3,2e-4,848.270783476535
7992,5,2000,0.3,2e-4,169.259655531917
7993,5,2000,0.3,2e-4,207.019546555182
7994,5,2000,0.3,2e-4,86.9615852197153
7995,5,2000,0.3,2e-4,331.102124025051
7996,5,2000,0.3,2e-4,858.454836132931
7997,5,2000,0.3,2e-4,838.768644933096
7998,5,2000,0.3,2e-4,323.093287441632
7999,5,2000,0.3,2e-4,282.550915860073
8000,5,2000,0.3,2e-4,161.082724592516
8001,5,2000,0.5,2e-4,176.821578278045
8002,5,2000,0.5,2e-4,862.242344463998
8003,5,2000,0.5,2e-4,663.692811732056
8004,5,2000,0.5,2e-4,264.434440543428
8005,5,2000,0.5,2e-4,236.159412510854
8006,5,2000,0.5,2e-4,589.49059058025
8007,5,2000,0.5,2e-4,816.532228562039
8008,5,2000,0.5,2e-4,831.976760864046
8009,5,2000,0.5,2e-4,857.549443872826
8010,5,2000,0.5,2e-4,551.695505887665
8011,5,2000,0.5,2e-4,512.486652864229
8012,5,2000,0.5,2e-4,424.189566740439
8013,5,2000,0.5,2e-4,705.87284378667
8014,5,2000,0.5,2e-4,852.092821719267
8015,5,2000,0.5,2e-4,603.138047125286
8016,5,2000,0.5,2e-4,654.600442812725
8017,5,2000,0.5,2e-4,859.024725718702
8018,5,2000,0.5,2e-4,863.659620537766
8019,5,2000,0.5,2e-4,860.673351847999
8020,5,2000,0.5,2e-4,213.139153393812
8021,5,2000,0.5,2e-4,466.18864605255
8022,5,2000,0.5,2e-4,333.563919475493
8023,5,2000,0.5,2e-4,619.180656413085
8024,5,2000,0.5,2e-4,282.466796995442
8025,5,2000,0.5,2e-4,858.351978072058
8026,5,2000,0.5,2e-4,860.573457748498
8027,5,2000,0.5,2e-4,523.969527662518
8028,5,2000,0.5,2e-4,616.174443452804
8029,5,2000,0.5,2e-4,846.421162989466
8030,5,2000,0.5,2e-4,378.959704450241
8031,5,2000,0.5,2e-4,806.813184868773
8032,5,2000,0.5,2e-4,820.288404693401
8033,5,2000,0.5,2e-4,551.863656445131
8034,5,2000,0.5,2e-4,846.26634600727
8035,5,2000,0.5,2e-4,813.536230335538
8036,5,2000,0.5,2e-4,815.427208758597
8037,5,2000,0.5,2e-4,469.474915650522
8038,5,2000,0.5,2e-4,840.405474915967
8039,5,2000,0.5,2e-4,392.73272776834
8040,5,2000,0.5,2e-4,816.055279403117
8041,5,2000,0.5,2e-4,243.412954827497
8042,5,2000,0.5,2e-4,802.7497110563
8043,5,2000,0.5,2e-4,822.694405726043
8044,5,2000,0.5,2e-4,505.011230584517
8045,5,2000,0.5,2e-4,414.480704137617
8046,5,2000,0.5,2e-4,304.840184943825
8047,5,2000,0.5,2e-4,336.476686670236
8048,5,2000,0.5,2e-4,240.44117711415
8049,5,2000,0.5,2e-4,825.960632994638
8050,5,2000,0.5,2e-4,509.437640264324
8051,5,2000,0.5,2e-4,858.141153013178
8052,5,2000,0.5,2e-4,480.137592956514
8053,5,2000,0.5,2e-4,723.163209117658
8054,5,2000,0.5,2e-4,816.666256212589
8055,5,2000,0.5,2e-4,485.04987848963
8056,5,2000,0.5,2e-4,848.863671415992
8057,5,2000,0.5,2e-4,864.197395615747
8058,5,2000,0.5,2e-4,394.830391083802
8059,5,2000,0.5,2e-4,507.192520054405
8060,5,2000,0.5,2e-4,832.2422122398
8061,5,2000,0.5,2e-4,384.562322075682
8062,5,2000,0.5,2e-4,255.443310280077
8063,5,2000,0.5,2e-4,825.526339487472
8064,5,2000,0.5,2e-4,767.056645560355
8065,5,2000,0.5,2e-4,627.828435266893
8066,5,2000,0.5,2e-4,299.453739688648
8067,5,2000,0.5,2e-4,812.239548272498
8068,5,2000,0.5,2e-4,562.43925520838
8069,5,2000,0.5,2e-4,842.827828386543
8070,5,2000,0.5,2e-4,630.234700189099
8071,5,2000,0.5,2e-4,684.747075278215
8072,5,2000,0.5,2e-4,444.546268240527
8073,5,2000,0.5,2e-4,840.689319785215
8074,5,2000,0.5,2e-4,438.359053346225
8075,5,2000,0.5,2e-4,814.413210712465
8076,5,2000,0.5,2e-4,224.869213611607
8077,5,2000,0.5,2e-4,706.497499852922
8078,5,2000,0.5,2e-4,853.955349637341
8079,5,2000,0.5,2e-4,274.846844553646
8080,5,2000,0.5,2e-4,822.804828649989
8081,5,2000,0.5,2e-4,522.540213061967
8082,5,2000,0.5,2e-4,875.881602763603
8083,5,2000,0.5,2e-4,866.362416033946
8084,5,2000,0.5,2e-4,226.05336383378
8085,5,2000,0.5,2e-4,754.75970379186106
8086,5,2000,0.5,2e-4,760.446174364395
8087,5,2000,0.5,2e-4,474.871647598275
8088,5,2000,0.5,2e-4,645.358616754675
8089,5,2000,0.5,2e-4,794.898122911904
8090,5,2000,0.5,2e-4,827.555372775891
8091,5,2000,0.5,2e-4,640.627211571526
8092,5,2000,0.5,2e-4,882.438286382621
8093,5,2000,0.5,2e-4,824.399931993784
8094,5,2000,0.5,2e-4,847.078030154318
8095,5,2000,0.5,2e-4,831.695498977386
8096,5,2000,0.5,2e-4,818.961994108534
8097,5,2000,0.5,2e-4,841.254486756278
8098,5,2000,0.5,2e-4,876.40961396025
8099,5,2000,0.5,2e-4,854.302291315384
8100,5,2000,0.5,2e-4,464.712305800953
8101,5,2000,0.5,2e-4,822.276659935589
8102,5,2000,0.5,2e-4,386.724250058244
8103,5,2000,0.5,2e-4,861.230203112341
8104,5,2000,0.5,2e-4,894.847793088357
8105,5,2000,0.5,2e-4,854.284393689199
8106,5,2000,0.5,2e-4,256.948418021436
8107,5,2000,0.5,2e-4,799.813297932394
8108,5,2000,0.5,2e-4,559.684444141713
8109,5,2000,0.5,2e-4,150.628513727012
8110,5,2000,0.5,2e-4,440.099596214605
8111,5,2000,0.5,2e-4,504.314099684381
8112,5,2000,0.5,2e-4,239.874912332179
8113,5,2000,0.5,2e-4,623.015559205889
8114,5,2000,0.5,2e-4,515.579886603938
8115,5,2000,0.5,2e-4,683.687478141719
8116,5,2000,0.5,2e-4,840.966837133951
8117,5,2000,0.5,2e-4,506.307909942619
8118,5,2000,0.5,2e-4,839.826184467379
8119,5,2000,0.5,2e-4,627.442543932023
8120,5,2000,0.5,2e-4,848.283039301115
8121,5,2000,0.5,2e-4,852.050329278063
8122,5,2000,0.5,2e-4,810.810922264086
8123,5,2000,0.5,2e-4,825.855117899847
8124,5,2000,0.5,2e-4,846.442984377878
8125,5,2000,0.5,2e-4,254.452201197236
8126,5,2000,0.5,2e-4,678.184214361999
8127,5,2000,0.5,2e-4,164.734968650832
8128,5,2000,0.5,2e-4,508.051075436279
8129,5,2000,0.5,2e-4,127.702414581564
8130,5,2000,0.5,2e-4,803.779701481961
8131,5,2000,0.5,2e-4,840.090006360007
8132,5,2000,0.5,2e-4,613.362584938026
8133,5,2000,0.5,2e-4,542.343349514622
8134,5,2000,0.5,2e-4,853.930874790375
8135,5,2000,0.5,2e-4,804.321054163999
8136,5,2000,0.5,2e-4,185.440232909922
8137,5,2000,0.5,2e-4,496.293430421884
8138,5,2000,0.5,2e-4,373.716261323029
8139,5,2000,0.5,2e-4,802.060739118706
8140,5,2000,0.5,2e-4,546.381626649447
8141,5,2000,0.5,2e-4,807.952261411741
8142,5,2000,0.5,2e-4,252.197571840357
8143,5,2000,0.5,2e-4,858.969801909564
8144,5,2000,0.5,2e-4,855.195089884351
8145,5,2000,0.5,2e-4,545.861983699439
8146,5,2000,0.5,2e-4,413.50473972002
8147,5,2000,0.5,2e-4,839.654735374032
8148,5,2000,0.5,2e-4,854.484530975443
8149,5,2000,0.5,2e-4,835.826462995744
8150,5,2000,0.5,2e-4,648.102654934149
8151,5,2000,0.5,2e-4,821.198756734441
8152,5,2000,0.5,2e-4,816.979603594805
8153,5,2000,0.5,2e-4,839.935347341346
8154,5,2000,0.5,2e-4,337.453116119223
8155,5,2000,0.5,2e-4,834.076222842841
8156,5,2000,0.5,2e-4,420.533746789005
8157,5,2000,0.5,2e-4,218.45580075879
8158,5,2000,0.5,2e-4,837.8265963246
8159,5,2000,0.5,2e-4,848.83283628069
8160,5,2000,0.5,2e-4,593.71266381844
8161,5,2000,0.5,2e-4,526.325834111746
8162,5,2000,0.5,2e-4,583.710424953038
8163,5,2000,0.5,2e-4,572.050687561704
8164,5,2000,0.5,2e-4,486.065643523322
8165,5,2000,0.5,2e-4,594.898573250948
8166,5,2000,0.5,2e-4,860.287120747351
8167,5,2000,0.5,2e-4,811.442786118766
8168,5,2000,0.5,2e-4,173.003115154013
8169,5,2000,0.5,2e-4,811.37774308572
8170,5,2000,0.5,2e-4,405.665612010748
8171,5,2000,0.5,2e-4,495.578598405676
8172,5,2000,0.5,2e-4,323.087327588431
8173,5,2000,0.5,2e-4,852.888188287601
8174,5,2000,0.5,2e-4,751.77839818791
8175,5,2000,0.5,2e-4,411.512404987299
8176,5,2000,0.5,2e-4,531.754488746034
8177,5,2000,0.5,2e-4,844.138541722341
8178,5,2000,0.5,2e-4,657.584477912907
8179,5,2000,0.5,2e-4,275.451339982789
8180,5,2000,0.5,2e-4,844.749903962115
8181,5,2000,0.5,2e-4,515.492090269452
8182,5,2000,0.5,2e-4,823.866806253458
8183,5,2000,0.5,2e-4,855.844310630156
8184,5,2000,0.5,2e-4,409.297645170436
8185,5,2000,0.5,2e-4,830.344654710423
8186,5,2000,0.5,2e-4,483.832791507235
8187,5,2000,0.5,2e-4,503.506131411945
8188,5,2000,0.5,2e-4,644.244462479376
8189,5,2000,0.5,2e-4,493.470591605994
8190,5,2000,0.5,2e-4,828.957416581515
8191,5,2000,0.5,2e-4,842.535081329634
8192,5,2000,0.5,2e-4,129.829608615822
8193,5,2000,0.5,2e-4,297.968068677036
8194,5,2000,0.5,2e-4,852.303856582352
8195,5,2000,0.5,2e-4,856.20082391659
8196,5,2000,0.5,2e-4,806.415745535934
8197,5,2000,0.5,2e-4,836.909421179873
8198,5,2000,0.5,2e-4,521.195072695218
8199,5,2000,0.5,2e-4,407.141926597553
8200,5,2000,0.5,2e-4,860.98963144545
8201,5,2000,0.5,2e-4,881.691041097991
8202,5,2000,0.5,2e-4,854.031962296661
8203,5,2000,0.5,2e-4,834.23798217413
8204,5,2000,0.5,2e-4,574.728495208652
8205,5,2000,0.5,2e-4,777.14921768566
8206,5,2000,0.5,2e-4,575.953616395091
8207,5,2000,0.5,2e-4,543.634780435159
8208,5,2000,0.5,2e-4,889.717150725805
8209,5,2000,0.5,2e-4,835.706174914668
8210,5,2000,0.5,2e-4,806.254730706119
8211,5,2000,0.5,2e-4,288.767023394779
8212,5,2000,0.5,2e-4,178.865585783017
8213,5,2000,0.5,2e-4,627.811680577401
8214,5,2000,0.5,2e-4,199.986170503236
8215,5,2000,0.5,2e-4,695.92327960776
8216,5,2000,0.5,2e-4,551.861328691841
8217,5,2000,0.5,2e-4,222.456432280112
8218,5,2000,0.5,2e-4,844.49830885552
8219,5,2000,0.5,2e-4,840.700349088438
8220,5,2000,0.5,2e-4,601.770809908116
8221,5,2000,0.5,2e-4,841.15739989312
8222,5,2000,0.5,2e-4,583.168015581416
8223,5,2000,0.5,2e-4,861.32343720206
8224,5,2000,0.5,2e-4,196.929631787714
8225,5,2000,0.5,2e-4,462.211125452635
8226,5,2000,0.5,2e-4,459.918798398676
8227,5,2000,0.5,2e-4,297.415386558113
8228,5,2000,0.5,2e-4,838.801106542119
8229,5,2000,0.5,2e-4,471.655767171965
8230,5,2000,0.5,2e-4,532.37171475811
8231,5,2000,0.5,2e-4,136.104675715821
8232,5,2000,0.5,2e-4,511.532684295693
8233,5,2000,0.5,2e-4,844.477086739842
8234,5,2000,0.5,2e-4,846.207577796328
8235,5,2000,0.5,2e-4,530.391107831765
8236,5,2000,0.5,2e-4,847.96042181611
8237,5,2000,0.5,2e-4,524.826307411616
8238,5,2000,0.5,2e-4,501.246716755705
8239,5,2000,0.5,2e-4,481.502814614591
8240,5,2000,0.5,2e-4,485.478661409106
8241,5,2000,0.5,2e-4,319.108077867568
8242,5,2000,0.5,2e-4,378.276591171567
8243,5,2000,0.5,2e-4,847.15011265721
8244,5,2000,0.5,2e-4,852.188166420076
8245,5,2000,0.5,2e-4,846.454577800142
8246,5,2000,0.5,2e-4,525.73169635179
8247,5,2000,0.5,2e-4,449.232771134312
8248,5,2000,0.5,2e-4,848.749784464256
8249,5,2000,0.5,2e-4,572.625092292122
8250,5,2000,0.5,2e-4,800.289874343367
8251,5,2000,0.5,2e-4,821.499089204554
8252,5,2000,0.5,2e-4,833.931698480984
8253,5,2000,0.5,2e-4,876.943975878542
8254,5,2000,0.5,2e-4,576.188583141813
8255,5,2000,0.5,2e-4,563.243290170152
8256,5,2000,0.5,2e-4,499.952405378727
8257,5,2000,0.5,2e-4,300.342967129954
8258,5,2000,0.5,2e-4,684.74795770696
8259,5,2000,0.5,2e-4,734.000848386115
8260,5,2000,0.5,2e-4,772.130151140145
8261,5,2000,0.5,2e-4,860.309492208662
8262,5,2000,0.5,2e-4,397.353669106085
8263,5,2000,0.5,2e-4,307.217815080066
8264,5,2000,0.5,2e-4,772.446188460243
8265,5,2000,0.5,2e-4,784.469316808646
8266,5,2000,0.5,2e-4,797.900829717471
8267,5,2000,0.5,2e-4,592.036385809826
8268,5,2000,0.5,2e-4,204.840084419182
8269,5,2000,0.5,2e-4,833.746157542684
8270,5,2000,0.5,2e-4,853.857950178182
8271,5,2000,0.5,2e-4,226.453017100515
8272,5,2000,0.5,2e-4,460.054720021697
8273,5,2000,0.5,2e-4,324.767519366193
8274,5,2000,0.5,2e-4,563.486048318197
8275,5,2000,0.5,2e-4,201.684330405557
8276,5,2000,0.5,2e-4,520.4341127079
8277,5,2000,0.5,2e-4,873.215961871215
8278,5,2000,0.5,2e-4,715.197518117105
8279,5,2000,0.5,2e-4,601.856989576275
8280,5,2000,0.5,2e-4,809.618776962726
8281,5,2000,0.5,2e-4,857.368474916184
8282,5,2000,0.5,2e-4,852.351186765134
8283,5,2000,0.5,2e-4,536.518693452551
8284,5,2000,0.5,2e-4,867.736954411064
8285,5,2000,0.5,2e-4,829.71632549117
8286,5,2000,0.5,2e-4,285.239993991786
8287,5,2000,0.5,2e-4,193.433834068564
8288,5,2000,0.5,2e-4,854.44769293494
8289,5,2000,0.5,2e-4,473.862533369683
8290,5,2000,0.5,2e-4,588.045487988448
8291,5,2000,0.5,2e-4,158.429703343567
8292,5,2000,0.5,2e-4,470.343724268793
8293,5,2000,0.5,2e-4,856.983658574922
8294,5,2000,0.5,2e-4,443.311016000711
8295,5,2000,0.5,2e-4,765.788963214841
8296,5,2000,0.5,2e-4,488.885060242825
8297,5,2000,0.5,2e-4,566.482737542512
8298,5,2000,0.5,2e-4,688.996406793394
8299,5,2000,0.5,2e-4,482.898644048625
8300,5,2000,0.5,2e-4,508.636648878452
8301,5,2000,0.5,2e-4,321.854645219954
8302,5,2000,0.5,2e-4,733.513050887008
8303,5,2000,0.5,2e-4,530.075845859277
8304,5,2000,0.5,2e-4,212.074124568429
8305,5,2000,0.5,2e-4,857.307126556399
8306,5,2000,0.5,2e-4,315.520097589669
8307,5,2000,0.5,2e-4,471.577768720211
8308,5,2000,0.5,2e-4,636.66851147884
8309,5,2000,0.5,2e-4,624.901522096604
8310,5,2000,0.5,2e-4,251.858802256041
8311,5,2000,0.5,2e-4,816.684156014224
8312,5,2000,0.5,2e-4,827.278768483519
8313,5,2000,0.5,2e-4,836.909824676164
8314,5,2000,0.5,2e-4,864.239043996407
8315,5,2000,0.5,2e-4,737.182041376324
8316,5,2000,0.5,2e-4,822.199517375365
8317,5,2000,0.5,2e-4,444.136601545929
8318,5,2000,0.5,2e-4,481.885844133184
8319,5,2000,0.5,2e-4,370.447942759356
8320,5,2000,0.5,2e-4,853.455247432506
8321,5,2000,0.5,2e-4,633.159477340736
8322,5,2000,0.5,2e-4,868.283751854477
8323,5,2000,0.5,2e-4,351.463422741261
8324,5,2000,0.5,2e-4,832.789729587151
8325,5,2000,0.5,2e-4,505.64675342320197
8326,5,2000,0.5,2e-4,823.341629625133
8327,5,2000,0.5,2e-4,334.117895887554
8328,5,2000,0.5,2e-4,222.45492591614
8329,5,2000,0.5,2e-4,831.534351224246
8330,5,2000,0.5,2e-4,354.465057856768
8331,5,2000,0.5,2e-4,599.871520221234
8332,5,2000,0.5,2e-4,451.05799214947
8333,5,2000,0.5,2e-4,340.892112351709
8334,5,2000,0.5,2e-4,874.566633894343
8335,5,2000,0.5,2e-4,876.89184434267
8336,5,2000,0.5,2e-4,846.712403312261
8337,5,2000,0.5,2e-4,857.466473187205
8338,5,2000,0.5,2e-4,834.296041021697
8339,5,2000,0.5,2e-4,823.420990246412
8340,5,2000,0.5,2e-4,290.235580485459
8341,5,2000,0.5,2e-4,832.971276912941
8342,5,2000,0.5,2e-4,346.808344765221
8343,5,2000,0.5,2e-4,535.522171158404
8344,5,2000,0.5,2e-4,850.772293396083
8345,5,2000,0.5,2e-4,394.065768937563
8346,5,2000,0.5,2e-4,864.54821829553
8347,5,2000,0.5,2e-4,220.153770285316
8348,5,2000,0.5,2e-4,886.824561641482
8349,5,2000,0.5,2e-4,893.606510872581
8350,5,2000,0.5,2e-4,664.169806192423
8351,5,2000,0.5,2e-4,881.441783557183
8352,5,2000,0.5,2e-4,379.499223797052
8353,5,2000,0.5,2e-4,785.34376282324
8354,5,2000,0.5,2e-4,475.611185492294
8355,5,2000,0.5,2e-4,525.107313985411
8356,5,2000,0.5,2e-4,178.243049678712
8357,5,2000,0.5,2e-4,378.848907946673
8358,5,2000,0.5,2e-4,454.266602165954
8359,5,2000,0.5,2e-4,539.397366157742
8360,5,2000,0.5,2e-4,164.412480741386
8361,5,2000,0.5,2e-4,337.355568997684
8362,5,2000,0.5,2e-4,869.15749056391
8363,5,2000,0.5,2e-4,812.02533690276
8364,5,2000,0.5,2e-4,803.242044793965
8365,5,2000,0.5,2e-4,793.869591171271
8366,5,2000,0.5,2e-4,838.868881384945
8367,5,2000,0.5,2e-4,340.664535961255
8368,5,2000,0.5,2e-4,321.039720147174
8369,5,2000,0.5,2e-4,809.562084086161
8370,5,2000,0.5,2e-4,865.104397567458
8371,5,2000,0.5,2e-4,854.023116660658
8372,5,2000,0.5,2e-4,838.061459411865
8373,5,2000,0.5,2e-4,228.597026113341
8374,5,2000,0.5,2e-4,219.73914571006
8375,5,2000,0.5,2e-4,308.572700005753
8376,5,2000,0.5,2e-4,507.632869725047
8377,5,2000,0.5,2e-4,819.294193904185
8378,5,2000,0.5,2e-4,865.369283304562
8379,5,2000,0.5,2e-4,848.063612518304
8380,5,2000,0.5,2e-4,842.268662270945
8381,5,2000,0.5,2e-4,861.79016038417706
8382,5,2000,0.5,2e-4,518.212656291231
8383,5,2000,0.5,2e-4,526.228186680411
8384,5,2000,0.5,2e-4,872.490435967324
8385,5,2000,0.5,2e-4,819.700906321275
8386,5,2000,0.5,2e-4,419.764907082706
8387,5,2000,0.5,2e-4,685.547294467235
8388,5,2000,0.5,2e-4,849.948499011558
8389,5,2000,0.5,2e-4,790.135166884432
8390,5,2000,0.5,2e-4,821.886550618231
8391,5,2000,0.5,2e-4,249.383254291846
8392,5,2000,0.5,2e-4,287.708054559999
8393,5,2000,0.5,2e-4,478.058134994996
8394,5,2000,0.5,2e-4,407.127192636125
8395,5,2000,0.5,2e-4,567.828960960906
8396,5,2000,0.5,2e-4,807.830720139968
8397,5,2000,0.5,2e-4,884.05637508818
8398,5,2000,0.5,2e-4,832.966720324805
8399,5,2000,0.5,2e-4,844.755117734555
8400,5,2000,0.5,2e-4,352.891913149961
8401,5,2000,0.5,2e-4,798.680988983041
8402,5,2000,0.5,2e-4,847.764402480998
8403,5,2000,0.5,2e-4,612.33068525306
8404,5,2000,0.5,2e-4,497.960112435096
8405,5,2000,0.5,2e-4,843.294841329562
8406,5,2000,0.5,2e-4,583.987550697872
8407,5,2000,0.5,2e-4,909.734146783758
8408,5,2000,0.5,2e-4,610.193138654322
8409,5,2000,0.5,2e-4,252.215172231558
8410,5,2000,0.5,2e-4,839.755201148624
8411,5,2000,0.5,2e-4,841.072201927128
8412,5,2000,0.5,2e-4,832.751780881475
8413,5,2000,0.5,2e-4,847.211262171806
8414,5,2000,0.5,2e-4,828.051377802431
8415,5,2000,0.5,2e-4,875.811881610165
8416,5,2000,0.5,2e-4,211.488411970978
8417,5,2000,0.5,2e-4,396.968787536009
8418,5,2000,0.5,2e-4,843.326766462303
8419,5,2000,0.5,2e-4,481.384935175984
8420,5,2000,0.5,2e-4,841.551875819777
8421,5,2000,0.5,2e-4,826.344407713082
8422,5,2000,0.5,2e-4,500.743437156401
8423,5,2000,0.5,2e-4,265.526709580609
8424,5,2000,0.5,2e-4,314.196695220896
8425,5,2000,0.5,2e-4,833.78948233683
8426,5,2000,0.5,2e-4,835.429624729783
8427,5,2000,0.5,2e-4,537.591321065211
8428,5,2000,0.5,2e-4,827.613479397518
8429,5,2000,0.5,2e-4,845.920667229098
8430,5,2000,0.5,2e-4,832.462185387706
8431,5,2000,0.5,2e-4,818.88199355249
8432,5,2000,0.5,2e-4,837.11352127192
8433,5,2000,0.5,2e-4,329.829721343134
8434,5,2000,0.5,2e-4,399.658082857147
8435,5,2000,0.5,2e-4,263.401250187839
8436,5,2000,0.5,2e-4,297.302099284289
8437,5,2000,0.5,2e-4,802.349090945605
8438,5,2000,0.5,2e-4,845.096484528914
8439,5,2000,0.5,2e-4,131.750779064443
8440,5,2000,0.5,2e-4,824.388524399695
8441,5,2000,0.5,2e-4,817.892509104641
8442,5,2000,0.5,2e-4,371.42429668334
8443,5,2000,0.5,2e-4,833.860503820097
8444,5,2000,0.5,2e-4,815.37179615756
8445,5,2000,0.5,2e-4,856.39060027344
8446,5,2000,0.5,2e-4,583.745221137725
8447,5,2000,0.5,2e-4,485.000225777969
8448,5,2000,0.5,2e-4,467.995678810591
8449,5,2000,0.5,2e-4,240.356211086751
8450,5,2000,0.5,2e-4,828.170519484508
8451,5,2000,0.5,2e-4,581.898285474862
8452,5,2000,0.5,2e-4,477.453633739789
8453,5,2000,0.5,2e-4,440.170306481985
8454,5,2000,0.5,2e-4,652.937204700015
8455,5,2000,0.5,2e-4,265.036298443839
8456,5,2000,0.5,2e-4,619.990464914524
8457,5,2000,0.5,2e-4,854.626594251034
8458,5,2000,0.5,2e-4,599.293942108603
8459,5,2000,0.5,2e-4,342.932616705086
8460,5,2000,0.5,2e-4,562.266845721287
8461,5,2000,0.5,2e-4,821.551202355603
8462,5,2000,0.5,2e-4,802.669682737989
8463,5,2000,0.5,2e-4,433.7575217257
8464,5,2000,0.5,2e-4,393.678313886679
8465,5,2000,0.5,2e-4,414.027707162728
8466,5,2000,0.5,2e-4,873.541923927367
8467,5,2000,0.5,2e-4,820.454015679867
8468,5,2000,0.5,2e-4,407.40305820037
8469,5,2000,0.5,2e-4,848.10216324302
8470,5,2000,0.5,2e-4,852.072433485612
8471,5,2000,0.5,2e-4,297.417199205596
8472,5,2000,0.5,2e-4,488.485782293905
8473,5,2000,0.5,2e-4,874.887085648556
8474,5,2000,0.5,2e-4,609.46065007967
8475,5,2000,0.5,2e-4,820.165273140232
8476,5,2000,0.5,2e-4,847.026430388126
8477,5,2000,0.5,2e-4,824.765116733966
8478,5,2000,0.5,2e-4,320.725271847339
8479,5,2000,0.5,2e-4,588.755531629059
8480,5,2000,0.5,2e-4,251.755913185048
8481,5,2000,0.5,2e-4,866.451061864483
8482,5,2000,0.5,2e-4,870.48514140663
8483,5,2000,0.5,2e-4,305.457962258726
8484,5,2000,0.5,2e-4,419.41271255966
8485,5,2000,0.5,2e-4,387.889500210756
8486,5,2000,0.5,2e-4,868.848603002577
8487,5,2000,0.5,2e-4,856.55279314188
8488,5,2000,0.5,2e-4,486.425783751152
8489,5,2000,0.5,2e-4,535.432455924814
8490,5,2000,0.5,2e-4,181.506832047238
8491,5,2000,0.5,2e-4,267.237902191309
8492,5,2000,0.5,2e-4,723.839509375825
8493,5,2000,0.5,2e-4,689.341922369066
8494,5,2000,0.5,2e-4,879.466680916998
8495,5,2000,0.5,2e-4,823.649461048253
8496,5,2000,0.5,2e-4,818.955292280316
8497,5,2000,0.5,2e-4,836.840178331767
8498,5,2000,0.5,2e-4,379.303596948004
8499,5,2000,0.5,2e-4,801.74373522592
8500,5,2000,0.5,2e-4,299.015843245024
8501,5,2000,0.5,2e-4,706.594542927484
8502,5,2000,0.5,2e-4,387.283210690624
8503,5,2000,0.5,2e-4,866.667916168476
8504,5,2000,0.5,2e-4,217.239016908728
8505,5,2000,0.5,2e-4,502.411850398386
8506,5,2000,0.5,2e-4,874.268834054516
8507,5,2000,0.5,2e-4,409.754516801867
8508,5,2000,0.5,2e-4,196.506495580542
8509,5,2000,0.5,2e-4,868.901447908879
8510,5,2000,0.5,2e-4,829.860868189774
8511,5,2000,0.5,2e-4,578.09608474297
